cloud_service_id,processor_manufacturer,vcpu_memgb_ratio,gCO2eq24hs,cloud_provider_id,category,vcpu,architecture,daily_price,memory_gb,network,clock_speed_ghz,graviton_suggestion,instance_id,memgb_vcpu_ratio,gpu
aws-ec2,intel,0.13114754098360656,1556,aws,compute,16,x86_64,25.54,122,Up to 10 Gigabit,2.3,r6g.4xlarge,r4.4xlarge,7.625,0
aws-ec2,intel,0.13114754098360656,3113.2,aws,compute,32,x86_64,51.07,244,10 Gigabit,2.3,r6g.8xlarge,r4.8xlarge,7.625,0
aws-ec2,intel,0.13114754098360656,194,aws,compute,2,x86_64,3.19,15.25,Up to 10 Gigabit,2.3,r6g.large,r4.large,7.625,0
aws-ec2,intel,0.13114754098360656,388.1,aws,compute,4,x86_64,6.38,30.5,Up to 10 Gigabit,2.3,r6g.xlarge,r4.xlarge,7.625,0
aws-ec2,intel,0.125,6228,aws,compute,48,x86_64,72.58,384,10 Gigabit,3.1,r6g.12xlarge,r5.12xlarge,8,0
aws-ec2,intel,0.125,8302.4,aws,compute,64,x86_64,96.77,512,20 Gigabit,3.1,r6g.16xlarge,r5.16xlarge,8,0
aws-ec2,intel,0.125,12454.8,aws,compute,96,x86_64,145.15,768,25 Gigabit,3.1,r6g.24xlarge,r5.24xlarge,8,0
aws-ec2,intel,0.125,1038.4,aws,compute,8,x86_64,12.1,64,Up to 10 Gigabit,3.1,r6g.2xlarge,r5.2xlarge,8,0
aws-ec2,intel,0.125,2075.6,aws,compute,16,x86_64,24.19,128,Up to 10 Gigabit,3.1,r6g.4xlarge,r5.4xlarge,8,0
aws-ec2,intel,0.125,4152.4,aws,compute,32,x86_64,48.38,256,10 Gigabit,3.1,r6g.8xlarge,r5.8xlarge,8,0
aws-ec2,intel,0.125,259.9,aws,compute,2,x86_64,3.02,16,Up to 10 Gigabit,3.1,r6g.large,r5.large,8,0
aws-ec2,intel,0.125,,aws,compute,96,x86_64,145.15,768,25 Gigabit,3.1,no_equivalent,r5.metal,8,0
aws-ec2,intel,0.125,519.8,aws,compute,4,x86_64,6.05,32,Up to 10 Gigabit,3.1,r6g.xlarge,r5.xlarge,8,0
aws-ec2,amd,0.125,4864.2,aws,compute,48,x86_64,65.09,384,10 Gigabit,2.5,r6g.12xlarge,r5a.12xlarge,8,0
aws-ec2,amd,0.125,6483.6,aws,compute,64,x86_64,86.78,512,12 Gigabit,2.5,r6g.16xlarge,r5a.16xlarge,8,0
aws-ec2,amd,0.125,9727.1,aws,compute,96,x86_64,130.18,768,20 Gigabit,2.5,r6g.24xlarge,r5a.24xlarge,8,0
aws-ec2,amd,0.125,810.9,aws,compute,8,x86_64,10.85,64,Up to 10 Gigabit,2.5,r6g.2xlarge,r5a.2xlarge,8,0
aws-ec2,amd,0.125,1620.6,aws,compute,16,x86_64,21.7,128,Up to 10 Gigabit,2.5,r6g.4xlarge,r5a.4xlarge,8,0
aws-ec2,amd,0.125,3243.6,aws,compute,32,x86_64,43.39,256,Up to 10 Gigabit,2.5,r6g.8xlarge,r5a.8xlarge,8,0
aws-ec2,amd,0.125,202.4,aws,compute,2,x86_64,2.71,16,Up to 10 Gigabit,2.5,r6g.large,r5a.large,8,0
aws-ec2,amd,0.125,406,aws,compute,4,x86_64,5.42,32,Up to 10 Gigabit,2.5,r6g.xlarge,r5a.xlarge,8,0
aws-ec2,amd,0.125,5003.4,aws,compute,48,x86_64,75.46,384,10 Gigabit,2.5,r6gd.12xlarge,r5ad.12xlarge,8,0
aws-ec2,amd,0.125,6670.8,aws,compute,64,x86_64,100.61,512,12 Gigabit,2.5,r6gd.16xlarge,r5ad.16xlarge,8,0
aws-ec2,amd,0.125,10005.5,aws,compute,96,x86_64,150.91,768,20 Gigabit,2.5,r6gd.24xlarge,r5ad.24xlarge,8,0
aws-ec2,amd,0.125,832.5,aws,compute,8,x86_64,12.58,64,Up to 10 Gigabit,2.5,r6gd.2xlarge,r5ad.2xlarge,8,0
aws-ec2,amd,0.125,1668.6,aws,compute,16,x86_64,25.15,128,Up to 10 Gigabit,2.5,r6gd.4xlarge,r5ad.4xlarge,8,0
aws-ec2,amd,0.125,3334.8,aws,compute,32,x86_64,50.3,256,Up to 10 Gigabit,2.5,r6gd.8xlarge,r5ad.8xlarge,8,0
aws-ec2,amd,0.125,207.2,aws,compute,2,x86_64,3.14,16,Up to 10 Gigabit,2.5,r6gd.large,r5ad.large,8,0
aws-ec2,amd,0.125,418,aws,compute,4,x86_64,6.29,32,Up to 10 Gigabit,2.5,r6gd.xlarge,r5ad.xlarge,8,0
aws-ec2,intel,0.125,5203,aws,compute,48,x86_64,85.82,384,10 Gigabit,3.1,r6g.12xlarge,r5b.12xlarge,8,0
aws-ec2,intel,0.125,6936.2,aws,compute,64,x86_64,114.43,512,20 Gigabit,3.1,r6g.16xlarge,r5b.16xlarge,8,0
aws-ec2,intel,0.125,10404.8,aws,compute,96,x86_64,171.65,768,25 Gigabit,3.1,r6g.24xlarge,r5b.24xlarge,8,0
aws-ec2,intel,0.125,868.4,aws,compute,8,x86_64,14.3,64,Up to 10 Gigabit,3.1,r6g.2xlarge,r5b.2xlarge,8,0
aws-ec2,intel,0.125,1733.1,aws,compute,16,x86_64,28.61,128,Up to 10 Gigabit,3.1,r6g.4xlarge,r5b.4xlarge,8,0
aws-ec2,intel,0.125,3468.7,aws,compute,32,x86_64,57.22,256,10 Gigabit,3.1,r6g.8xlarge,r5b.8xlarge,8,0
aws-ec2,intel,0.125,216.8,aws,compute,2,x86_64,3.58,16,Up to 10 Gigabit,3.1,r6g.large,r5b.large,8,0
aws-ec2,intel,0.125,,aws,compute,96,x86_64,171.65,768,25 Gigabit,3.1,no_equivalent,r5b.metal,8,0
aws-ec2,intel,0.125,433.6,aws,compute,4,x86_64,7.15,32,Up to 10 Gigabit,3.1,r6g.xlarge,r5b.xlarge,8,0
aws-ec2,intel,0.125,5342.2,aws,compute,48,x86_64,82.94,384,10 Gigabit,3.1,r6gd.12xlarge,r5d.12xlarge,8,0
aws-ec2,intel,0.125,7123.4,aws,compute,64,x86_64,110.59,512,20 Gigabit,3.1,r6gd.16xlarge,r5d.16xlarge,8,0
aws-ec2,intel,0.125,10683.2,aws,compute,96,x86_64,165.89,768,25 Gigabit,3.1,r6gd.24xlarge,r5d.24xlarge,8,0
aws-ec2,intel,0.125,890,aws,compute,8,x86_64,13.82,64,Up to 10 Gigabit,3.1,r6gd.2xlarge,r5d.2xlarge,8,0
aws-ec2,intel,0.125,1781.1,aws,compute,16,x86_64,27.65,128,Up to 10 Gigabit,3.1,r6gd.4xlarge,r5d.4xlarge,8,0
aws-ec2,intel,0.125,3559.9,aws,compute,32,x86_64,55.3,256,10 Gigabit,3.1,r6gd.8xlarge,r5d.8xlarge,8,0
aws-ec2,intel,0.125,221.6,aws,compute,2,x86_64,3.46,16,Up to 10 Gigabit,3.1,r6gd.large,r5d.large,8,0
aws-ec2,intel,0.125,,aws,compute,96,x86_64,165.89,768,25 Gigabit,3.1,no_equivalent,r5d.metal,8,0
aws-ec2,intel,0.125,445.6,aws,compute,4,x86_64,6.91,32,Up to 10 Gigabit,3.1,r6gd.xlarge,r5d.xlarge,8,0
aws-ec2,intel,0.125,5342.2,aws,compute,48,x86_64,96.19,384,50 Gigabit,3.1,r6g.12xlarge,r5dn.12xlarge,8,0
aws-ec2,intel,0.125,7123.4,aws,compute,64,x86_64,128.26,512,75 Gigabit,3.1,r6g.16xlarge,r5dn.16xlarge,8,0
aws-ec2,intel,0.125,10683.2,aws,compute,96,x86_64,192.38,768,100 Gigabit,3.1,r6g.24xlarge,r5dn.24xlarge,8,0
aws-ec2,intel,0.125,890,aws,compute,8,x86_64,16.03,64,Up to 25 Gigabit,3.1,r6g.2xlarge,r5dn.2xlarge,8,0
aws-ec2,intel,0.125,1781.1,aws,compute,16,x86_64,32.06,128,Up to 25 Gigabit,3.1,r6g.4xlarge,r5dn.4xlarge,8,0
aws-ec2,intel,0.125,3559.9,aws,compute,32,x86_64,64.13,256,25 Gigabit,3.1,r6g.8xlarge,r5dn.8xlarge,8,0
aws-ec2,intel,0.125,221.6,aws,compute,2,x86_64,4.01,16,Up to 25 Gigabit,3.1,r6g.large,r5dn.large,8,0
aws-ec2,intel,0.125,,aws,compute,96,x86_64,192.38,768,100 Gigabit,3.1,no_equivalent,r5dn.metal,8,0
aws-ec2,intel,0.125,445.6,aws,compute,4,x86_64,8.02,32,Up to 25 Gigabit,3.1,r6g.xlarge,r5dn.xlarge,8,0
aws-ec2,intel,0.125,5203,aws,compute,48,x86_64,85.82,384,50 Gigabit,2.5,r6g.12xlarge,r5n.12xlarge,8,0
aws-ec2,intel,0.125,6936.2,aws,compute,64,x86_64,114.43,512,75 Gigabit,2.5,r6g.16xlarge,r5n.16xlarge,8,0
aws-ec2,intel,0.125,10404.8,aws,compute,96,x86_64,171.65,768,100 Gigabit,2.5,r6g.24xlarge,r5n.24xlarge,8,0
aws-ec2,intel,0.125,868.4,aws,compute,8,x86_64,14.3,64,Up to 25 Gigabit,2.5,r6g.2xlarge,r5n.2xlarge,8,0
aws-ec2,intel,0.125,1733.1,aws,compute,16,x86_64,28.61,128,Up to 25 Gigabit,2.5,r6g.4xlarge,r5n.4xlarge,8,0
aws-ec2,intel,0.125,3468.7,aws,compute,32,x86_64,57.22,256,25 Gigabit,2.5,r6g.8xlarge,r5n.8xlarge,8,0
aws-ec2,intel,0.125,216.8,aws,compute,2,x86_64,3.58,16,Up to 25 Gigabit,2.5,r6g.large,r5n.large,8,0
aws-ec2,intel,0.125,,aws,compute,96,x86_64,171.65,768,100 Gigabit,2.5,no_equivalent,r5n.metal,8,0
aws-ec2,intel,0.125,433.6,aws,compute,4,x86_64,7.15,32,Up to 25 Gigabit,2.5,r6g.xlarge,r5n.xlarge,8,0
aws-ec2,graviton,0.125,4000,aws,compute,48,arm64,58.06,384,20 Gigabit,2.5,,r6g.12xlarge,8,0
aws-ec2,graviton,0.125,5333.3,aws,compute,64,arm64,77.41,512,25 Gigabit,2.5,,r6g.16xlarge,8,0
aws-ec2,graviton,0.125,667.3,aws,compute,8,arm64,9.68,64,Up to 10 Gigabit,2.5,,r6g.2xlarge,8,0
aws-ec2,graviton,0.125,1333.3,aws,compute,16,arm64,19.35,128,Up to 10 Gigabit,2.5,,r6g.4xlarge,8,0
aws-ec2,graviton,0.125,2666.6,aws,compute,32,arm64,38.71,256,12 Gigabit,2.5,,r6g.8xlarge,8,0
aws-ec2,graviton,0.125,166.5,aws,compute,2,arm64,2.42,16,Up to 10 Gigabit,2.5,,r6g.large,8,0
aws-ec2,graviton,0.125,83.9,aws,compute,1,arm64,1.21,8,Up to 10 Gigabit,2.5,,r6g.medium,8,0
aws-ec2,graviton,0.125,,aws,compute,64,arm64,77.41,512,25 Gigabit,2.5,,r6g.metal,8,0
aws-ec2,graviton,0.125,334.2,aws,compute,4,arm64,4.84,32,Up to 10 Gigabit,2.5,,r6g.xlarge,8,0
aws-ec2,graviton,0.125,4105.6,aws,compute,48,arm64,66.36,384,20 Gigabit,2.5,,r6gd.12xlarge,8,0
aws-ec2,graviton,0.125,5472.5,aws,compute,64,arm64,88.47,512,25 Gigabit,2.5,,r6gd.16xlarge,8,0
aws-ec2,graviton,0.125,684.1,aws,compute,8,arm64,11.06,64,Up to 10 Gigabit,2.5,,r6gd.2xlarge,8,0
aws-ec2,graviton,0.125,1369.3,aws,compute,16,arm64,22.12,128,Up to 10 Gigabit,2.5,,r6gd.4xlarge,8,0
aws-ec2,graviton,0.125,2736.2,aws,compute,32,arm64,44.24,256,12 Gigabit,2.5,,r6gd.8xlarge,8,0
aws-ec2,graviton,0.125,171.3,aws,compute,2,arm64,2.76,16,Up to 10 Gigabit,2.5,,r6gd.large,8,0
aws-ec2,graviton,0.125,86.3,aws,compute,1,arm64,1.38,8,Up to 10 Gigabit,2.5,,r6gd.medium,8,0
aws-ec2,graviton,0.125,,aws,compute,64,arm64,88.47,512,25 Gigabit,2.5,,r6gd.metal,8,0
aws-ec2,graviton,0.125,341.4,aws,compute,4,arm64,5.53,32,Up to 10 Gigabit,2.5,,r6gd.xlarge,8,0
,,,5915.8,aws,,,,,,,,,ra3.16xlarge,,
,,,1479.6,aws,,,,,,,,,ra3.4xlarge,,
aws-ec2,graviton,1.6313213703099512,110.2,aws,compute,1,unknown,0.48,0.613,Very Low,,,t1.micro,0.613,0
aws-ec2,intel,0.25,616.9,aws,compute,8,x86_64,8.91,32,Moderate,3.3,t4g.2xlarge,t2.2xlarge,4,0
aws-ec2,intel,0.25,154.5,aws,compute,2,x86_64,2.23,8,Low to Moderate,3.3,t4g.large,t2.large,4,0
aws-ec2,intel,0.5,171.3,aws,compute,2,x86_64,1.11,4,Low to Moderate,3.3,t4g.medium,t2.medium,2,0
aws-ec2,intel,1,80.3,aws,compute,1,x86_64,0.28,1,Low to Moderate,3.3,t4g.micro,t2.micro,1,0
aws-ec2,intel,2,77.9,aws,compute,1,x86_64,0.14,0.5,Low to Moderate,3.3,t4g.nano,t2.nano,0.5,0
aws-ec2,intel,0.5,85.1,aws,compute,1,x86_64,0.55,2,Low to Moderate,3.3,t4g.small,t2.small,2,0
aws-ec2,intel,0.25,309,aws,compute,4,x86_64,4.45,16,Moderate,3.3,t4g.xlarge,t2.xlarge,4,0
aws-ec2,intel,0.25,770.1,aws,compute,8,x86_64,7.99,32,Up to 5 Gigabit,3.1,t4g.2xlarge,t3.2xlarge,4,0
aws-ec2,intel,0.25,192.8,aws,compute,2,x86_64,2,8,Up to 5 Gigabit,3.1,t4g.large,t3.large,4,0
aws-ec2,intel,0.5,162.9,aws,compute,2,x86_64,1,4,Up to 5 Gigabit,3.1,t4g.medium,t3.medium,2,0
aws-ec2,intel,2,141.3,aws,compute,2,x86_64,0.25,1,Up to 5 Gigabit,3.1,t4g.micro,t3.micro,0.5,0
aws-ec2,intel,4,137.8,aws,compute,2,x86_64,0.12,0.5,Up to 5 Gigabit,3.1,t4g.nano,t3.nano,0.25,0
aws-ec2,intel,1,148.5,aws,compute,2,x86_64,0.5,2,Up to 5 Gigabit,3.1,t4g.small,t3.small,1,0
aws-ec2,intel,0.25,383.3,aws,compute,4,x86_64,3.99,16,Up to 5 Gigabit,3.1,t4g.xlarge,t3.xlarge,4,0
aws-ec2,amd,0.25,626.4,aws,compute,8,x86_64,7.22,32,Up to 5 Gigabit,2.5,t4g.2xlarge,t3a.2xlarge,4,0
aws-ec2,amd,0.25,156.9,aws,compute,2,x86_64,1.8,8,Up to 5 Gigabit,2.5,t4g.large,t3a.large,4,0
aws-ec2,amd,0.5,137.8,aws,compute,2,x86_64,0.9,4,Up to 5 Gigabit,2.5,t4g.medium,t3a.medium,2,0
aws-ec2,amd,2,123.4,aws,compute,2,x86_64,0.23,1,Up to 5 Gigabit,2.5,t4g.micro,t3a.micro,0.5,0
aws-ec2,amd,4,121,aws,compute,2,x86_64,0.11,0.5,Up to 5 Gigabit,2.5,t4g.nano,t3a.nano,0.25,0
aws-ec2,amd,1,128.2,aws,compute,2,x86_64,0.45,2,Up to 5 Gigabit,2.5,t4g.small,t3a.small,1,0
aws-ec2,amd,0.25,312.6,aws,compute,4,x86_64,3.61,16,Up to 5 Gigabit,2.5,t4g.xlarge,t3a.xlarge,4,0
aws-ec2,graviton,0.25,482.8,aws,compute,8,arm64,6.45,32,Up to 5 Gigabit,2.5,,t4g.2xlarge,4,0
aws-ec2,graviton,0.25,121,aws,compute,2,arm64,1.61,8,Up to 5 Gigabit,2.5,,t4g.large,4,0
aws-ec2,graviton,0.5,101.8,aws,compute,2,arm64,0.81,4,Up to 5 Gigabit,2.5,,t4g.medium,2,0
aws-ec2,graviton,2,87.5,aws,compute,2,arm64,0.2,1,Up to 5 Gigabit,2.5,,t4g.micro,0.5,0
aws-ec2,graviton,4,85.1,aws,compute,2,arm64,0.1,0.5,Up to 5 Gigabit,2.5,,t4g.nano,0.25,0
aws-ec2,graviton,1,92.3,aws,compute,2,arm64,0.4,2,Up to 5 Gigabit,2.5,,t4g.small,1,0
aws-ec2,graviton,0.25,240.8,aws,compute,4,arm64,3.23,16,Up to 5 Gigabit,2.5,,t4g.xlarge,4,0
aws-ec2,intel,0.06557377049180328,9389.4,aws,compute,64,x86_64,160.06,976,10 Gigabit,2.3,no_equivalent,x1.16xlarge,15.25,0
aws-ec2,intel,0.06557377049180328,18780,aws,compute,128,x86_64,320.11,1952,25 Gigabit,2.3,no_equivalent,x1.32xlarge,15.25,0
aws-ec2,intel,0.03278688524590164,15004.7,aws,compute,64,x86_64,320.26,1952,10 Gigabit,2.3,no_equivalent,x1e.16xlarge,30.5,0
aws-ec2,intel,0.03278688524590164,1876.9,aws,compute,8,x86_64,40.03,244,Up to 10 Gigabit,2.3,no_equivalent,x1e.2xlarge,30.5,0
aws-ec2,intel,0.03278688524590164,30008.3,aws,compute,128,x86_64,640.51,3904,25 Gigabit,2.3,no_equivalent,x1e.32xlarge,30.5,0
aws-ec2,intel,0.03278688524590164,3750.3,aws,compute,16,x86_64,80.06,488,Up to 10 Gigabit,2.3,no_equivalent,x1e.4xlarge,30.5,0
aws-ec2,intel,0.03278688524590164,7503,aws,compute,32,x86_64,160.13,976,Up to 10 Gigabit,2.3,no_equivalent,x1e.8xlarge,30.5,0
aws-ec2,intel,0.03278688524590164,936.7,aws,compute,4,x86_64,20.02,122,Up to 10 Gigabit,2.3,no_equivalent,x1e.xlarge,30.5,0
aws-ec2,graviton,0.0625,6314.3,aws,compute,48,arm64,96.19,768,20 Gigabit,2.5,,x2gd.12xlarge,16,0
aws-ec2,graviton,0.0625,8419.1,aws,compute,64,arm64,128.26,1024,25 Gigabit,2.5,,x2gd.16xlarge,16,0
aws-ec2,graviton,0.0625,1053,aws,compute,8,arm64,16.03,128,Up to 10 Gigabit,2.5,,x2gd.2xlarge,16,0
aws-ec2,graviton,0.0625,2104.8,aws,compute,16,arm64,32.06,256,Up to 10 Gigabit,2.5,,x2gd.4xlarge,16,0
aws-ec2,graviton,0.0625,4209.5,aws,compute,32,arm64,64.13,512,12 Gigabit,2.5,,x2gd.8xlarge,16,0
aws-ec2,graviton,0.0625,262.3,aws,compute,2,arm64,4.01,32,Up to 10 Gigabit,2.5,,x2gd.large,16,0
aws-ec2,graviton,0.0625,131.8,aws,compute,1,arm64,2,16,Up to 10 Gigabit,2.5,,x2gd.medium,16,0
aws-ec2,graviton,0.0625,,aws,compute,64,arm64,128.26,1024,25 Gigabit,2.5,,x2gd.metal,16,0
aws-ec2,graviton,0.0625,525.9,aws,compute,4,arm64,8.02,64,Up to 10 Gigabit,2.5,,x2gd.xlarge,16,0
aws-ec2,intel,0.125,8813,aws,compute,48,x86_64,107.14,384,25 Gigabit,4,no_equivalent,z1d.12xlarge,8,0
aws-ec2,intel,0.125,1468.4,aws,compute,8,x86_64,17.86,64,Up to 10 Gigabit,4,no_equivalent,z1d.2xlarge,8,0
aws-ec2,intel,0.125,2203.9,aws,compute,12,x86_64,26.78,96,Up to 10 Gigabit,4,no_equivalent,z1d.3xlarge,8,0
aws-ec2,intel,0.125,4406.5,aws,compute,24,x86_64,53.57,192,10 Gigabit,4,no_equivalent,z1d.6xlarge,8,0
aws-ec2,intel,0.125,367.7,aws,compute,2,x86_64,4.46,16,Up to 10 Gigabit,4,no_equivalent,z1d.large,8,0
aws-ec2,intel,0.125,,aws,compute,48,x86_64,107.14,384,25 Gigabit,4,no_equivalent,z1d.metal,8,0
aws-ec2,intel,0.125,735.4,aws,compute,4,x86_64,8.93,32,Up to 10 Gigabit,4,no_equivalent,z1d.xlarge,8,0
